Id,Status
1230,0
1231,0
1232,0
1233,0
1234,1
1235,0
1236,1
1237,0
1238,1
1239,1
1240,0
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,1
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,1
1258,1
1259,1
1260,0
1261,1
1262,0
1263,1
1264,0
1265,0
1266,1
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,0
1290,0
1291,1
1292,0
1293,1
1294,1
1295,1
1296,0
1297,1
1298,1
1299,1
1300,1
1301,0
1302,0
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,0
1322,1
1323,0
1324,1
1325,0
1326,0
1327,1
1328,1
1329,1
1330,1
1331,1
1332,0
1333,0
1334,1
1335,0
1336,1
1337,0
1338,0
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,1
1355,0
1356,0
1357,1
1358,1
1359,0
1360,0
1361,1
1362,0
1363,0
1364,1
1365,0
1366,1
1367,0
1368,0
1369,1
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,1
1381,0
1382,1
1383,0
1384,0
1385,0
1386,1
1387,1
1388,0
1389,1
1390,1
1391,0
1392,1
1393,1
1394,1
1395,1
1396,0
1397,0
1398,1
1399,0
1400,0
1401,1
1402,0
1403,1
1404,0
1405,0
1406,1
1407,0
1408,1
1409,1
1410,1
1411,1
1412,1
1413,0
1414,0
1415,0
1416,1
1417,1
1418,1
1419,1
1420,0
1421,0
1422,0
1423,1
1424,1
1425,0
1426,0
1427,0
1428,0
1429,1
1430,0
1431,0
1432,1
1433,1
1434,1
1435,1
1436,1
1437,0
1438,0
1439,0
1440,0
1441,1
1442,0
1443,0
1444,1
1445,1
1446,1
1447,1
1448,1
1449,0
1450,1
1451,0
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,0
1460,0
1461,0
1462,0
1463,0
1464,1
1465,1
1466,1
1467,0
1468,0
1469,0
1470,1
1471,1
1472,1
1473,0
1474,0
1475,0
1476,0
1477,1
1478,0
1479,1
1480,0
1481,0
1482,0
1483,1
1484,0
1485,0
1486,1
1487,0
1488,1
1489,1
1490,0
1491,0
1492,1
1493,1
1494,1
1495,1
1496,1
1497,0
1498,1
1499,1
1500,1
1501,0
1502,0
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,0
1510,1
1511,0
1512,1
1513,0
1514,1
1515,0
1516,0
1517,1
1518,1
1519,1
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,1
1527,0
1528,0
1529,1
1530,0
1531,0
1532,1
1533,0
1534,0
1535,1
1536,1
1537,0
1538,0
1539,1
1540,0
1541,0
1542,0
1543,1
1544,0
1545,0
1546,1
1547,1
1548,1
1549,0
1550,0
1551,1
1552,0
1553,1
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,1
1567,1
1568,0
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,1
1580,1
1581,0
1582,0
1583,1
1584,0
1585,1
1586,1
1587,0
1588,0
1589,1
1590,0
1591,0
1592,0
1593,0
1594,0
1595,1
1596,0
1597,0
1598,1
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,1
1610,0
1611,1
1612,0
1613,0
1614,0
1615,0
1616,1
1617,0
1618,0
1619,0
1620,0
1621,1
1622,1
1623,0
1624,1
1625,0
1626,0
1627,1
1628,0
1629,0
1630,0
1631,0
1632,1
1633,0
1634,0
1635,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,0
1642,0
1643,1
1644,1
1645,1
1646,0
1647,1
1648,0
1649,0
1650,0
1651,1
1652,1
1653,1
1654,1
1655,0
1656,0
1657,1
1658,0
1659,1
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,1
1682,1
1683,1
1684,0
1685,0
1686,0
1687,1
1688,1
1689,1
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,1
1700,1
1701,1
1702,1
1703,0
1704,0
1705,0
1706,1
1707,0
1708,0
1709,0
1710,0
1711,1
1712,0
1713,0
1714,1
1715,0
1716,1
1717,0
1718,1
1719,1
1720,1
1721,0
1722,0
1723,1
1724,0
1725,1
1726,0
1727,0
1728,1
1729,0
1730,0
1731,0
1732,0
1733,1
1734,1
1735,1
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,1
1743,1
1744,0
1745,0
1746,1
1747,0
1748,1
1749,0
1750,1
1751,0
1752,1
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,0
1766,1
1767,0
1768,1
1769,0
1770,0
1771,1
1772,1
1773,1
1774,1
1775,0
1776,1
1777,1
1778,0
1779,1
1780,0
1781,0
1782,0
1783,1
1784,1
1785,0
1786,0
1787,1
1788,1
1789,0
1790,1
1791,1
1792,0
1793,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,1
1800,0
1801,0
1802,1
1803,0
1804,0
1805,0
1806,1
1807,0
1808,0
1809,1
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,0
1820,1
1821,1
1822,0
1823,0
1824,0
1825,0
1826,1
1827,1
1828,0
1829,0
1830,1
1831,0
1832,0
1833,1
1834,0
1835,0
1836,0
1837,0
1838,1
1839,0
1840,1
1841,1
1842,0
1843,0
1844,0
1845,1
1846,1
1847,0
1848,0
1849,0
1850,1
1851,1
1852,1
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,1
1861,1
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,0
1869,1
1870,1
1871,1
1872,0
1873,1
1874,0
1875,1
1876,0
1877,1
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,1
1885,0
1886,1
1887,1
1888,0
1889,1
1890,0
1891,0
1892,1
1893,1
1894,0
1895,1
1896,1
1897,0
1898,0
1899,0
1900,0
1901,1
1902,1
1903,0
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,1
1915,1
1916,0
1917,0
1918,1
1919,1
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,1
1928,0
1929,1
1930,1
1931,0
1932,1
1933,0
1934,0
1935,0
1936,1
1937,0
1938,0
1939,0
1940,1
1941,0
1942,1
1943,0
1944,0
1945,1
1946,0
1947,1
1948,0
1949,0
1950,0
1951,0
1952,1
1953,0
1954,0
1955,0
1956,0
1957,0
1958,0
1959,1
1960,0
1961,0
1962,0
1963,1
1964,1
1965,1
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,1
1973,0
1974,0
1975,1
1976,0
1977,1
1978,1
1979,0
1980,0
1981,0
1982,1
1983,1
1984,1
1985,0
1986,0
1987,0
1988,1
1989,1
1990,1
1991,0
1992,1
1993,1
1994,1
1995,0
1996,0
1997,1
1998,1
1999,1
2000,0
2001,0
2002,1
2003,0
2004,0
2005,1
2006,1
2007,1
2008,0
2009,1
2010,1
2011,1
2012,0
2013,1
2014,0
2015,1
2016,0
2017,0
2018,0
2019,0
2020,1
2021,0
2022,1
2023,0
2024,0
2025,1
2026,0
2027,0
2028,0
2029,1
2030,0
2031,1
2032,0
2033,0
2034,1
2035,0
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,0
2043,0
2044,0
2045,1
2046,1
2047,1
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,0
2056,0
2057,0
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,0
2065,0
2066,0
2067,0
2068,1
2069,1
2070,0
2071,0
2072,0
2073,1
2074,1
2075,0
2076,0
2077,0
2078,0
2079,1
2080,1
2081,0
2082,0
2083,1
2084,1
2085,0
2086,1
2087,0
2088,1
2089,0
2090,0
2091,0
2092,1
2093,0
2094,1
2095,0
2096,0
2097,1
2098,1
2099,1
2100,0
2101,0
2102,0
2103,1
2104,0
2105,0
2106,1
2107,1
2108,0
2109,1
2110,0
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,0
2118,1
2119,1
2120,0
2121,1
2122,1
2123,0
2124,0
2125,0
2126,1
2127,0
2128,0
2129,1
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,1
2137,1
2138,0
2139,0
2140,1
2141,0
2142,0
2143,0
2144,1
2145,1
2146,1
2147,0
2148,0
2149,0
2150,0
2151,1
2152,0
2153,0
2154,1
2155,1
2156,1
2157,1
2158,0
2159,0
2160,1
2161,0
2162,0
2163,1
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,1
2178,1
2179,0
2180,0
2181,1
2182,0
2183,0
2184,0
2185,1
2186,0
2187,0
2188,0
2189,1
2190,0
2191,0
2192,0
2193,1
2194,1
2195,1
2196,1
2197,0
2198,1
2199,1
2200,1
2201,0
2202,0
2203,0
2204,1
2205,1
2206,1
2207,0
2208,1
2209,1
2210,0
2211,0
2212,1
2213,1
2214,1
2215,1
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,1
2225,1
2226,1
2227,0
2228,0
2229,1
2230,1
2231,1
2232,1
2233,0
2234,1
2235,1
2236,0
2237,0
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,0
2246,1
2247,0
2248,1
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,0
2256,1
2257,0
2258,1
2259,0
2260,1
2261,0
2262,1
2263,1
2264,0
2265,0
2266,1
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,1
2279,0
2280,0
2281,0
2282,1
2283,0
2284,1
2285,1
2286,0
2287,0
2288,0
2289,1
2290,0
2291,0
2292,0
2293,1
2294,0
2295,1
2296,0
2297,0
2298,1
2299,0
2300,1
2301,0
2302,0
2303,1
2304,0
2305,0
2306,0
2307,1
2308,0
2309,1
2310,1
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,0
2320,0
2321,1
2322,1
2323,0
2324,1
2325,0
2326,1
2327,0
2328,1
2329,0
2330,1
2331,0
2332,0
2333,0
2334,1
2335,0
2336,0
2337,0
2338,1
2339,0
2340,0
2341,1
2342,1
2343,1
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,1
2352,1
2353,0
2354,0
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,1
2363,0
2364,1
2365,1
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,1
2378,0
2379,0
2380,1
2381,0
2382,1
2383,1
2384,0
2385,1
2386,1
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,1
2395,1
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,1
2403,0
2404,0
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,1
2412,0
2413,1
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,0
2421,1
2422,1
2423,1
2424,0
2425,0
2426,1
2427,1
2428,0
2429,1
2430,0
2431,1
2432,0
2433,1
2434,0
2435,0
2436,0
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,0
2447,0
2448,0
2449,1
2450,0
2451,0
2452,0
2453,1
2454,0
2455,1
2456,0
2457,1
2458,1
2459,0
2460,1
2461,1
2462,0
2463,0
2464,0
2465,0
2466,1
2467,0
2468,0
2469,1
2470,1
2471,1
2472,0
2473,0
2474,1
2475,0
2476,0
2477,0
2478,0
2479,0
2480,1
2481,1
2482,1
2483,0
2484,0
2485,0
2486,0
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,0
2494,1
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,1
2502,1
2503,0
2504,0
2505,1
2506,0
2507,0
2508,0
2509,0
2510,0
2511,1
2512,0
2513,0
2514,1
2515,0
2516,0
2517,1
2518,0
2519,0
2520,0
2521,0
2522,1
2523,0
2524,0
2525,0
2526,1
2527,1
2528,0
2529,1
2530,0
2531,0
2532,0
2533,1
2534,0
2535,0
2536,0
2537,1
2538,1
2539,1
2540,0
2541,1
2542,0
2543,1
2544,0
2545,0
2546,0
2547,0
2548,0
2549,1
2550,0
2551,1
2552,0
2553,0
2554,0
2555,0
2556,1
2557,1
2558,1
2559,1
2560,0
2561,1
2562,0
2563,0
2564,0
2565,1
2566,0
2567,1
2568,0
2569,0
2570,0
2571,0
2572,1
2573,0
2574,1
2575,0
2576,1
2577,1
2578,0
2579,0
2580,1
2581,0
2582,0
2583,1
2584,1
2585,1
2586,1
2587,0
2588,0
2589,0
2590,1
2591,1
2592,0
2593,0
2594,1
2595,1
2596,1
2597,0
2598,0
2599,1
2600,1
2601,0
2602,1
2603,0
2604,0
2605,1
2606,0
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,1
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,1
2622,1
2623,1
2624,0
2625,1
2626,0
2627,1
2628,0
2629,0
2630,1
2631,1
2632,0
2633,0
2634,0
2635,0
2636,1
2637,0
2638,1
2639,0
2640,1
2641,0
2642,0
2643,0
2644,1
2645,1
2646,1
2647,0
2648,0
2649,0
2650,1
2651,0
2652,0
2653,0
2654,0
2655,1
2656,0
2657,1
2658,1
2659,0
2660,1
2661,0
2662,0
2663,1
2664,0
2665,1
2666,0
2667,0
2668,1
2669,0
2670,1
2671,1
2672,0
2673,0
2674,0
2675,0
2676,1
2677,0
2678,0
2679,0
2680,0
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,1
2691,0
2692,1
2693,0
2694,1
2695,1
2696,0
2697,0
2698,1
2699,0
2700,0
2701,0
2702,0
2703,0
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,1
2711,1
2712,1
2713,0
2714,0
2715,1
2716,1
2717,0
2718,0
2719,0
2720,0
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,0
2736,1
2737,1
2738,0
2739,0
2740,0
2741,1
2742,0
2743,1
2744,1
2745,1
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,0
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,1
2760,1
2761,1
2762,0
2763,0
2764,0
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,0
2772,0
2773,0
2774,0
2775,1
2776,0
2777,0
2778,0
2779,0
2780,0
2781,0
2782,1
2783,1
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,1
2799,0
2800,0
2801,0
2802,1
2803,0
2804,0
2805,1
2806,0
2807,1
2808,1
2809,0
2810,1
2811,0
2812,0
2813,1
2814,1
2815,1
2816,1
2817,0
2818,1
2819,1
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,0
2833,1
2834,1
2835,0
2836,1
2837,0
2838,0
2839,1
2840,1
2841,1
2842,0
2843,0
2844,1
2845,0
2846,0
2847,0
2848,1
2849,0
2850,1
2851,0
2852,1
2853,0
2854,0
2855,0
2856,0
2857,0
2858,1
2859,0
2860,1
2861,0
2862,1
2863,0
2864,1
2865,1
2866,0
2867,0
2868,0
2869,1
2870,0
2871,0
2872,0
2873,1
2874,1
2875,1
2876,1
2877,0
2878,0
2879,0
2880,0
2881,1
2882,0
2883,1
2884,1
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,1
2893,0
2894,1
2895,1
2896,0
2897,0
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,0
2905,0
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,1
2913,0
2914,0
2915,0
2916,0
2917,1
2918,0
2919,1
2920,1
2921,1
2922,1
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,1
2945,0
2946,0
2947,0
2948,1
2949,1
2950,0
2951,1
2952,0
2953,0
2954,1
2955,1
2956,0
2957,0
2958,1
2959,0
2960,0
2961,1
2962,0
2963,0
2964,1
2965,0
2966,1
2967,0
2968,0
2969,0
2970,1
2971,0
2972,1
2973,1
2974,0
2975,1
2976,0
2977,0
2978,1
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,1
2987,0
2988,1
2989,0
2990,0
2991,0
2992,0
2993,0
2994,1
2995,0
2996,1
